nombre,tags,paso_actual,propuesta_paso_a_paso
Kiwi Martini,"clasico, martini","1) Agregar Kiwi, Jarabe simple, Vodka y Kiwi a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Kiwi, Jarabe simple, Vodka y Kiwi a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Kiwi Papaya Smoothie,"clasico, frutal, refrescante","1) Agregar Kiwi y Papaya a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Kiwi y Papaya a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Kool First Aid,clasico,"1) Agregar Ron 151 grados y Kool-Aid a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.","1) Agregar Ron 151 grados y Kool-Aid a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso de shot"
Kool-Aid Shot,"citrico, clasico, gin","1) Agregar Vodka, Amaretto, Sloe gin, Triple sec y Jugo de arandano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.","1) Agregar Vodka, Amaretto, Sloe gin, Triple sec y Jugo de arandano a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Kool-Aid Slammer,clasico,"1) Agregar Kool-Aid y Vodka a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.","1) Agregar Kool-Aid y Vodka a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso de shot"
Kurant Tea,clasico,"1) Agregar Vodka Kurant, Te y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa flauta.","1) Agregar Vodka Kurant, Te y Azucar a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa flauta"
Lady Love Fizz,"citrico, clasico, cremoso, gin","1) Agregar Gin, Crema ligera, Azucar flor, Limon y Clara de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa de coctel y completar con Agua con gas.","1) Agregar Gin, Crema ligera, Azucar flor, Limon, Clara de huevo y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Lassi - A South Indian Drink,"clasico, refrescante","1) Agregar Yogur, Agua y Menta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Semilla de comino y Sal.","1) Agregar Yogur, Agua, Semilla de comino, Sal y Menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lassi - Mango,"clasico, refrescante","1) Agregar Mango, Yogur, Azucar y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Mango, Yogur, Azucar y Agua a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lassi - Sweet,"citrico, clasico, refrescante","1) Agregar Yogur, Agua, Azucar y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal.","1) Agregar Yogur, Agua, Azucar, Sal y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lassi Khara,"clasico, refrescante","1) Agregar Yogur y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal y Asafoetida.","1) Agregar Yogur, Agua, Sal y Asafoetida a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lassi Raita,"citrico, clasico, refrescante","1) Agregar Yogur, Azucar y Lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal.","1) Agregar Yogur, Hielo, Azucar, Lima y Sal a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lazy Coconut Paloma,"citrico, clasico","1) Llenar vaso highball con hielo.
2) Agregar Licor de coco y Jugo de pomelo.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Licor de coco, Jugo de pomelo y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lemon Drop,"citrico, clasico","1) Agregar Vodka, Cointreau y Limon a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Vodka, Cointreau y Limon a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Lemon Elderflower Spritzer,"aperitivo, citrico, clasico","1) Llenar vaso highball con hielo.
2) Agregar Cordial de flor de sauco, Vodka y Jugo de limon.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Cordial de flor de sauco, Vodka, Agua con gas y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lemon Shot,"citrico, clasico","1) Agregar Galliano, Vodka Citron, Azucar y Ron 151 grados a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso de shot bien frio.
4) Decorar con Limon.","1) Agregar Galliano, Vodka Citron, Limon, Azucar y Ron 151 grados a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso de shot"
Lemouroudji,"citrico, clasico, refrescante","1) Agregar Agua, Limon y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Ginger y Pimienta cayena.","1) Agregar Ginger, Agua, Limon, Azucar y Pimienta cayena a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Limeade,"citrico, clasico, refrescante","1) Llenar vaso highball con hielo.
2) Agregar Lima y Azucar.
3) Completar con Agua con gas y mezclar suavemente.
4) Decorar con Cascara de lima.","1) Agregar Lima, Azucar, Agua con gas y Cascara de lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Limona Corona,clasico,"1) Agregar Corona y Bacardi Limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en beer glass.","1) Agregar Corona y Bacardi Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en beer copa"
Loch Lomond,clasico,"1) Agregar Whisky escoces, Drambuie y Vermut seco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Cascara de limon.","1) Agregar Whisky escoces, Drambuie, Vermut seco y Cascara de limon a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
London Mule,"bar-top-chile, chileno-autor, citrico, clasico, gin, mule, rapido, siam-thai, top-bars","1) Llenar vaso alto con hielo.
2) Agregar Gin, Jugo de limon, Jengibre y Syrup especiado.
3) Completar con Cerveza de jengibre y mezclar suavemente.","1) Agregar Gin, Jugo de limon, Jengibre, Syrup especiado y Cerveza de jengibre a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso alto"
London Town,"clasico, gin","1) Agregar Gin, Licor de maraschino y Amargo de naranja a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Gin, Licor de maraschino y Amargo de naranja a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Lone Tree Cocktail,"clasico, gin, vino","1) Agregar Vermut dulce y Gin a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Vermut dulce y Gin a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Lone Tree Cooler,"clasico, gin","1) Llenar vaso collins con hielo.
2) Agregar Gin, Vermut seco y Azucar flor.
3) Completar con Agua con gas y mezclar suavemente.
4) Decorar con Espiral de naranja y Cascara de limon.","1) Agregar Agua con gas, Gin, Vermut seco, Azucar flor, Espiral de naranja y Cascara de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Long Island Iced Tea,"clasico, gin, tequila","1) Llenar vaso highball con hielo.
2) Agregar Vodka, Tequila, Ron claro y Gin.
3) Completar con Coca-Cola y mezclar suavemente.
4) Decorar con Cascara de limon.","1) Agregar Vodka, Tequila, Ron claro, Gin, Coca-Cola y Cascara de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Long Island Tea,"citrico, clasico, gin, tequila","1) Llenar vaso highball con hielo.
2) Agregar Vodka, Ron claro, Gin, Tequila y Limon.
3) Completar con Coca-Cola y mezclar suavemente.","1) Agregar Vodka, Ron claro, Gin, Tequila, Limon y Coca-Cola a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Long vodka,"amargo, citrico, clasico","1) Llenar vaso highball con hielo.
2) Agregar Vodka, Lima y Amargo de angostura.
3) Completar con Agua tonica y mezclar suavemente.","1) Agregar Vodka, Lima, Amargo de angostura, Agua tonica y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Lord And Lady,clasico,"1) Agregar Ron oscuro y Tia maria a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Ron oscuro y Tia maria a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Lunch Box,"citrico, clasico","1) Agregar Cerveza, Amaretto y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso pinta.","1) Agregar Cerveza, Amaretto y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso pinta"
Mai Tai,clasico,"1) Agregar Ron claro, Jarabe de horchata, Triple sec y Mezcla agridulce a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso collins bien frio.
4) Decorar con Cereza marrasquino.","1) Agregar Ron claro, Jarabe de horchata, Triple sec, Mezcla agridulce y Cereza marrasquino a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso collins"
Mango Mojito,"citrico, clasico, mojito","1) Agregar Menta y Lima al vaso y macerar suavemente.
2) Incorporar Mango, Ron blanco y Mango y hielo a gusto.
3) Completar con Agua con gas, mezclar suavemente y servir en vaso highball.","1) Agregar Lima, Mango y Menta al vaso o coctelera y macerar suavemente
2) Agregar el resto de los ingredientes e incorporar hielo a gusto
3) Mezclar o agitar segun corresponda y servir en vaso highball"
Manhattan,"amargo, clasico, vino","1) Agregar Vermut dulce, Whiskey Bourbon y Amargo de angostura a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Cereza marrasquino y Cascara de naranja.","1) Agregar Vermut dulce, Whiskey Bourbon, Amargo de angostura, Hielo, Cereza marrasquino y Cascara de naranja a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Margarita,"citrico, clasico, tequila","1) Agregar Tequila, Triple sec y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.
4) Decorar con Sal.","1) Agregar Tequila, Triple sec, Jugo de lima y Sal a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Martinez 2,"amargo, clasico, gin, vino","1) Agregar Gin, Vermut dulce, Licor de maraschino y Amargo de angostura a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Gin, Vermut dulce, Licor de maraschino y Amargo de angostura a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Martini,"clasico, gin, martini","1) Agregar Gin y Vermut seco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Aceituna.","1) Agregar Gin, Vermut seco y Aceituna a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Mary Pickford,"citrico, clasico","1) Agregar Ron claro, Jugo de piña, Licor de maraschino y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.
4) Decorar con Cereza marrasquino.","1) Agregar Ron claro, Jugo de piña, Licor de maraschino, Granadina y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Masala Chai,"clasico, cremoso, refrescante","1) Agregar Agua, Te, Azucar y Leche a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.
4) Decorar con Ginger, Cardamomo, Clavos de olor, Canela y Pimienta.","1) Agregar Agua, Te, Ginger, Cardamomo, Clavos de olor, Canela, Pimienta, Azucar y Leche a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Mauresque,clasico,"1) Agregar Ricard, Jarabe de horchata y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Ricard, Jarabe de horchata y Agua a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Mel?n con vino,"chileno, clasico, frutal, verano, vino","1) Agregar Melon tuna, Vino blanco y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en melon ahuecado.
4) Decorar con Platano y Frutillas.","1) Agregar Melon tuna, Vino blanco, Azucar, Platano y Frutillas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en melon ahuecado"
Melya,"cafe, clasico, refrescante","1) Agregar Cafe y Miel a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.
4) Decorar con Cacao en polvo.","1) Agregar Cafe, Miel y Cacao en polvo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Miami Vice,clasico,"1) Agregar Ron 151 grados, Pina colada mix y Daiquiri mix a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Ron 151 grados, Pina colada mix y Daiquiri mix a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Michelada,"citrico, clasico","1) Agregar Cerveza, Jugo de tomate y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso pinta.
4) Decorar con Salsa picante, Salsa Worcestershire y Salsa de soya.","1) Agregar Cerveza, Jugo de tomate, Jugo de lima, Salsa picante, Salsa Worcestershire y Salsa de soya a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso pinta"
Midnight Mint,clasico,"1) Agregar Baileys crema irlandesa, Crema de menta blanca y Crema a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Baileys crema irlandesa, Crema de menta blanca y Crema a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Mimosa,"citrico, clasico, espumante","1) Agregar Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa flauta y completar con Champagne.","1) Agregar Champagne y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa flauta"
Mint Julep,clasico,"1) Agregar Menta, Whiskey Bourbon, Azucar flor y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Menta, Whiskey Bourbon, Azucar flor y Agua a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Mocha-Berry,"cafe, clasico","1) Agregar Cafe, Chambord raspberry liqueur y Crema batida a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.
4) Decorar con Cacao en polvo.","1) Agregar Cafe, Chambord raspberry liqueur, Cacao en polvo y Crema batida a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Mojito,"citrico, clasico, mojito","1) Agregar Menta, Azucar y Lima al vaso y macerar suavemente.
2) Incorporar Ron claro y hielo a gusto.
3) Completar con Agua con gas, mezclar suavemente y servir en vaso highball.","1) Agregar Ron claro, Lima y Azucar al vaso o coctelera y macerar suavemente
2) Agregar el resto de los ingredientes e incorporar hielo a gusto
3) Mezclar o agitar segun corresponda y servir en vaso highball"
Mojito Extra,"amargo, citrico, clasico, mojito","1) Agregar Menta y Jugo de limon al vaso y macerar suavemente.
2) Incorporar Ron oscuro y Amargo de angostura y hielo a gusto.
3) Completar con Agua tonica, mezclar suavemente y servir en vaso collins.","1) Agregar Menta, Jugo de limon y Ron oscuro al vaso o coctelera y macerar suavemente
2) Agregar el resto de los ingredientes e incorporar hielo a gusto
3) Mezclar o agitar segun corresponda y servir en vaso collins"
Mojito Mekong,"amargo, bar-top-chile, chileno-autor, citrico, clasico, mojito, siam-thai, top-bars","1) Agregar Syrup especiado y Jugo de limon al vaso y macerar suavemente.
2) Incorporar Ron oscuro, Jengibre y Amargo de angostura y hielo a gusto.
3) Completar con Soda, mezclar suavemente y servir en vaso alto.
4) Decorar con Menta, Aji y Deshidratado de naranja.","1) Agregar Ron oscuro, Jugo de limon y Jugo de naranja al vaso o coctelera y macerar suavemente
2) Agregar el resto de los ingredientes e incorporar hielo a gusto
3) Mezclar o agitar segun corresponda y servir en vaso alto"
Monkey Gland,"citrico, clasico, gin","1) Agregar Gin, Benedictine, Jugo de naranja y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Gin, Benedictine, Jugo de naranja y Granadina a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Monkey Wrench,"amargo, citrico, clasico","1) Agregar Ron claro, Jugo de pomelo y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.","1) Agregar Ron claro, Jugo de pomelo y Amargo de angostura a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Moranguito,"clasico, tequila","1) Agregar Absenta, Tequila y Granadina a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso de shot bien frio.","1) Agregar Absenta, Tequila y Granadina a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso de shot"
Moscow Mule,"citrico, clasico, gin, mule","1) Llenar vaso highball con hielo.
2) Agregar Vodka y Jugo de lima.
3) Completar con Ginger ale y mezclar suavemente.","1) Agregar Vodka, Jugo de lima y Ginger ale a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Mudslinger,"citrico, clasico","1) Llenar ponchera con hielo.
2) Agregar Southern Comfort y Jugo de naranja.
3) Completar con Coca-Cola y mezclar suavemente.","1) Agregar Southern Comfort, Jugo de naranja y Coca-Cola a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en ponchera"
Mulled Wine,"clasico, vino","1) Agregar Agua, Azucar, Vino tinto y Brandy a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Clavos de olor, Canela y Cascara de limon.","1) Agregar Agua, Azucar, Clavos de olor, Canela, Cascara de limon, Vino ten y Brandy a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Munich Mule,"citrico, clasico, gin, mule","1) Llenar vaso highball con hielo.
2) Agregar Gin, Jugo de lima, Pepino y Limon.
3) Completar con Cerveza de jengibre y mezclar suavemente.","1) Agregar Gin, Jugo de lima, Cerveza de jengibre, Pepino y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Naked and Famous,"amargo, citrico, mezcal, moderno, top-bars","1) Agregar Mezcal, Aperol, Yellow Chartreuse y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.","1) Agregar Mezcal, Aperol, Yellow Chartreuse y Jugo de lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa coupe"
National Aquarium,"clasico, gin","1) Llenar vaso collins con hielo.
2) Agregar Ron, Vodka, Gin, Curacao azul y Mezcla sour.
3) Completar con Bebida lima-limon y mezclar suavemente.","1) Agregar Ron, Vodka, Gin, Curacao azul, Mezcla sour y Bebida lima-limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Negroni,"amargo, campari, clasico, gin, negroni, vino","1) Agregar Gin, Campari y Vermut dulce a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Gin, Campari y Vermut dulce a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Negroni Sbagliato,"amargo, aperitivo, campari, clasico, espumante, gin, italiano, negroni, rapido, vino","1) Agregar Campari, Vermut rojo y Prosecco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso bajo bien frio.
4) Decorar con Naranja.","1) Agregar Campari, Vermut rojo, Prosecco y Naranja a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso bajo"
New York Lemonade,"citrico, clasico","1) Llenar copa de coctel con hielo.
2) Agregar Vodka Citron, Grand Marnier y Jugo de limon.
3) Completar con Agua tonica y mezclar suavemente.","1) Agregar Vodka Citron, Grand Marnier, Jugo de limon y Agua tonica a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
New York Sour,"citrico, clasico, sour, vino","1) Agregar Whisky mezclado, Limon, Azucar, Vino tinto y Limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.
4) Decorar con Cereza marrasquino.","1) Agregar Whisky mezclado, Limon, Azucar, Vino tinto, Limon y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Nuked Hot Chocolate,"clasico, cremoso, refrescante","1) Agregar Azucar y Leche a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.
4) Decorar con Cacao en polvo y Extracto de vainilla.","1) Agregar Cacao en polvo, Azucar, Extracto de vainilla y Leche a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Nutty Irishman,"clasico, cremoso","1) Agregar Baileys crema irlandesa, Frangelico y Leche a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso highball bien frio.","1) Agregar Baileys crema irlandesa, Frangelico y Leche a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso highball"
Oatmeal Cookie,clasico,"1) Agregar Kahlua, Baileys crema irlandesa, Schnapps de caramelo, Jägermeister y Goldschlager a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en frasco mason bien frio.","1) Agregar Kahlua, Baileys crema irlandesa, Schnapps de caramelo, Jägermeister y Goldschlager a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en frasco mason"
Oaxaca Old Fashioned,"amargo, mezcal, moderno, old-fashioned, rapido, tequila, top-bars","1) Agregar Jarabe de agave y Amargo de angostura al vaso y mezclar hasta integrar.
2) Incorporar Tequila y Mezcal y hielo a gusto.
3) Revolver suavemente y servir en vaso bajo.
4) Decorar con Naranja.","1) Agregar Tequila, Mezcal, Jarabe de agave, Amargo de angostura y Naranja a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso bajo"
Old Cuban,"amargo, citrico, clasico, espumante","1) Agregar Ron blanco, Jarabe simple, Jugo de lima y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa de coctel y completar con Prosecco.","1) Agregar Ron blanco, Jarabe simple, Jugo de lima, Amargo de angostura y Prosecco a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Old Fashioned,"amargo, clasico, old-fashioned","1) Agregar Azucar y Amargo de angostura al vaso y mezclar hasta integrar.
2) Incorporar Whiskey Bourbon y Agua y hielo a gusto.
3) Revolver suavemente y servir en vaso old fashioned.","1) Agregar Whiskey Bourbon, Amargo de angostura, Azucar y Agua a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Old Pal,"amargo, campari, clasico","1) Agregar Whisky de centeno, Campari y Vermut seco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Whisky de centeno, Campari y Vermut seco a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Orange Crush,"citrico, clasico","1) Agregar Vodka, Triple sec y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.","1) Agregar Vodka, Triple sec y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso de shot"
Orange Oasis,"citrico, clasico, gin","1) Llenar vaso highball con hielo.
2) Agregar Brandy de cereza, Gin y Jugo de naranja.
3) Completar con Ginger ale y mezclar suavemente.","1) Agregar Brandy de cereza, Gin, Jugo de naranja y Ginger ale a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Orange Push-up,"citrico, clasico","1) Agregar Ron especiado, Granadina, Jugo de naranja y Mezcla sour a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa hurricane.","1) Agregar Ron especiado, Granadina, Jugo de naranja y Mezcla sour a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa hurricane"
Orange Rosemary Collins,"citrico, clasico, gin","1) Agregar Gin, Jugo de naranja, Jugo de limon, Jarabe de romero y Romero a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Agua con gas.
4) Decorar con Cascara de naranja.","1) Agregar Gin, Jugo de naranja, Jugo de limon, Jarabe de romero, Agua con gas, Romero y Cascara de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Orange Scented Hot Chocolate,"cafe, clasico, cremoso, refrescante","1) Agregar Leche y Cafe a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.
4) Decorar con Chocolate, Cascara de naranja y Nuez moscada.","1) Agregar Leche, Chocolate, Cascara de naranja, Cafe y Nuez moscada a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
